stargazers_count,pushed_days_ago,created_days_ago,count_files,commits,ql,count_developers,count_methods,forks_count,origin,address,default_branch,updated_days_ago,exception,files,methods,is_sparql,n_sha_query,active_developers,active_files,active_methods,query_activity,query_commits
0,1207,1207,20.0,3.0,sparql,2.0,51.0,0,org.openrdf.sesame+sesame-filename:pom.xml,ubitech/semanticxacml,master,1207,,20.0,51.0,1,,0.0,0.0,0.0,0.0,0.0
37,507,525,60.0,66.0,cypher,2.0,46.0,8,org.neo4j+neo4j-filename:pom.xml,afrunt/examples,master,51,,60.0,46.0,0,4.0,1.0,0.0,3.0,0.06060606060606061,4.0
2,1118,1819,2619.0,108.0,sparql,14.0,239.0,15,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,fcrepo4-labs/fcrepo4-client,master,1119,,2619.0,239.0,1,,0.0,0.0,0.0,0.0,0.0
0,76,1090,5249.0,363.0,cypher,23.0,3099.0,1,org.neo4j+neo4j-filename:pom.xml & org.neo4j+neo4j-filename:build.xml,netgroup-polito/verigraph,tosca-support,427,,5249.0,3099.0,0,,0.0,0.0,0.0,0.0,0.0
0,1532,1535,27.0,9.0,cypher,2.0,79.0,0,org.neo4j+neo4j-extension:gradle,vlbezak/ruleengine,master,1532,,27.0,79.0,0,1.0,1.0,0.0,1.0,0.1111111111111111,1.0
0,135,150,30.0,62.0,cypher,2.0,83.0,0,org.neo4j+neo4j-filename:pom.xml,CNAChino/call-event-service,master,135,,30.0,83.0,0,1.0,1.0,0.0,1.0,0.016129032258064516,1.0
0,507,912,102.0,5.0,sparql,3.0,95.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,pedroska/visualizacao_semantica_estrutural,master,565,,102.0,95.0,1,3.0,3.0,0.0,8.0,0.6,3.0
1,389,390,27.0,34.0,cypher,1.0,108.0,0,org.neo4j+neo4j-filename:pom.xml,mgorav/neo4j-twitter-trend-recomendentation,master,389,,27.0,108.0,0,,0.0,0.0,0.0,0.0,0.0
0,896,896,561.0,12.0,cypher,1.0,200.0,0,org.neo4j+neo4j-filename:pom.xml,lordorr/spring-boot-cloud,master,896,,561.0,200.0,0,,0.0,0.0,0.0,0.0,0.0
1,933,933,34.0,3.0,cypher,1.0,18.0,0,org.neo4j+neo4j-filename:pom.xml,davidfauth/advanticsv_load,master,932,,34.0,18.0,0,,0.0,0.0,0.0,0.0,0.0
4,1156,2372,553.0,24.0,sparql,4.0,1272.0,3,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,gnewton/lusql,master,40,,553.0,1272.0,1,,0.0,0.0,0.0,0.0,0.0
0,759,794,77.0,12.0,cypher,2.0,267.0,1,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,jdx100424/secondKill,master,793,,77.0,267.0,0,,0.0,0.0,0.0,0.0,0.0
0,663,664,33.0,4.0,sparql,3.0,1.0,0,org.apache.jena+jena-filename:pom.xml,MBuchta/bachelorthesis,master,664,,33.0,1.0,1,,0.0,0.0,0.0,0.0,0.0
0,878,1129,42.0,9.0,sparql,3.0,104.0,0,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,aminabdalla/Sila_Server,master,1129,,42.0,104.0,1,2.0,1.0,0.0,1.0,0.2222222222222222,2.0
0,9,1207,227.0,24.0,cypher,3.0,80.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,guneetnagia/BookApp,master,9,,227.0,80.0,0,,0.0,0.0,0.0,0.0,0.0
1,381,408,62.0,95.0,cypher,6.0,152.0,0,org.neo4j+neo4j-filename:pom.xml,CPHB-FKMP/gutenberg-backend,master,350,,62.0,152.0,0,,0.0,0.0,0.0,0.0,0.0
0,757,789,115.0,28.0,sparql,3.0,228.0,0,org.apache.jena+jena-filename:pom.xml,Bianxiaofeng123/games-boot,develop,789,,115.0,228.0,1,,0.0,0.0,0.0,0.0,0.0
0,1749,1749,125505.0,8103.0,cypher,44.0,17188.0,0,org.neo4j+neo4j-filename:build.xml & org.neo4j.doc+neo4j-filename:build.xml,slava77/emulibSVN,master,1749,,125505.0,17188.0,0,,0.0,0.0,0.0,0.0,0.0
0,2003,2012,98.0,13.0,cypher,2.0,332.0,0,org.neo4j+neo4j-filename:pom.xml,rafizanbaharum/gridiron,master,2003,,98.0,332.0,0,,0.0,0.0,0.0,0.0,0.0
0,759,844,23.0,41.0,sparql,3.0,139.0,0,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,rparundekar/DBpedia2Neo4J,master,844,,23.0,139.0,1,24.0,2.0,0.0,7.0,0.5853658536585366,24.0
1,2750,2751,730.0,492.0,cypher,6.0,996.0,0,org.neo4j+neo4j-filename:pom.xml,nrkkalyan/jo4neo,master,2000,,730.0,996.0,0,,0.0,0.0,0.0,0.0,0.0
10,2257,2842,214.0,92.0,sparql,4.0,116.0,6,org.apache.stanbol+org.apache.stanbol-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.query.clerezza-filename:pom.xml,retog/sling-stanbol,master,1002,,214.0,116.0,1,,0.0,0.0,0.0,0.0,0.0
3,21,1407,259.0,417.0,cypher,9.0,1946.0,5,org.neo4j+neo4j-filename:pom.xml,opencb/bionetdb,develop,21,,259.0,1946.0,0,97.0,6.0,0.0,39.0,0.23261390887290168,97.0
0,1583,1583,5.0,3.0,cypher,1.0,6.0,0,org.neo4j+neo4j-filename:pom.xml,craigtaverner/neo4j-force-upgrade,master,1583,,5.0,6.0,0,,0.0,0.0,0.0,0.0,0.0
0,1371,1482,22.0,16.0,cypher,1.0,58.0,0,org.neo4j+neo4j-filename:pom.xml,oliveirafernando/ufpb_tcc_lom_neo4j_dao,master,306,,22.0,58.0,0,14.0,1.0,0.0,9.0,0.875,14.0
0,367,367,4072.0,5.0,cypher,2.0,17303.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j.doc+neo4j-filename:pom.xml,alangithub/mylab1,master,367,,4072.0,17303.0,0,,0.0,0.0,0.0,0.0,0.0
0,978,1016,494.0,89.0,cypher,2.0,1133.0,0,org.neo4j+neo4j-filename:pom.xml,zuacaldeira/akka-web,master,990,,494.0,1133.0,0,9.0,1.0,0.0,2.0,0.10112359550561797,9.0
0,210,305,45.0,55.0,cypher,4.0,87.0,0,org.neo4j+neo4j-extension:gradle,srtsignin/Role-Service,master,210,,45.0,87.0,0,,0.0,0.0,0.0,0.0,0.0
0,57,233,86.0,65.0,sparql,6.0,545.0,2,org.apache.jena+jena-filename:pom.xml,LAB-FABRICC/Hub-ICC,master,57,,86.0,545.0,1,,0.0,0.0,0.0,0.0,0.0
0,199,199,112.0,10.0,cypher,1.0,163.0,0,org.neo4j+neo4j-filename:pom.xml,Renu-Prasad/petclinicec2,master,199,,112.0,163.0,0,,0.0,0.0,0.0,0.0,0.0
0,249,249,31283.0,2.0,cypher,1.0,666.0,0,org.neo4j+neo4j-filename:pom.xml,utkarsh311/Sprint2New,master,249,,31283.0,666.0,0,,0.0,0.0,0.0,0.0,0.0
0,1491,1491,488.0,8.0,sparql,1.0,228.0,1,org.apache.jena+jena-filename:build.xml,delfernan/CLEiM,master,1491,,488.0,228.0,1,1.0,1.0,0.0,4.0,0.125,1.0
0,661,661,36.0,2.0,cypher,1.0,27.0,0,org.neo4j+neo4j-filename:pom.xml,lomonaco91/tcc_neo4j_springData,master,661,,36.0,27.0,0,,0.0,0.0,0.0,0.0,0.0
5,966,1437,739.0,76.0,sparql,5.0,1496.0,3,org.apache.jena+jena-filename:pom.xml,iRail/brail2gtfs-rt,master,696,,739.0,1496.0,1,,0.0,0.0,0.0,0.0,0.0
0,1542,1542,145.0,27.0,sparql,4.0,48.0,0,org.openrdf.sesame+sesame-filename:pom.xml,TobiasWeller/PatientWrapper,master,1542,,145.0,48.0,1,,0.0,0.0,0.0,0.0,0.0
0,1313,1350,228.0,10.0,sparql,1.0,636.0,0,org.apache.jena+jena-filename:pom.xml,sebbader/MediQASt,master,1350,,228.0,636.0,1,3.0,1.0,0.0,14.0,0.3,3.0
2,1615,2603,168.0,59.0,sparql,2.0,42.0,1,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,ToxBank/toxbank-isa-plugin,master,1615,,168.0,42.0,1,,0.0,0.0,0.0,0.0,0.0
0,1596,1721,87.0,78.0,sparql,3.0,492.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,kraktos/ESKoIE,master,1596,,87.0,492.0,1,12.0,1.0,0.0,12.0,0.15384615384615385,12.0
0,516,819,24.0,22.0,sparql,2.0,16.0,1,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,hobbit-project/gerbil-qa-evaluation-module,master,818,,24.0,16.0,1,,0.0,0.0,0.0,0.0,0.0
0,885,885,291.0,2.0,cypher,1.0,5.0,0,org.neo4j+neo4j-filename:pom.xml,hyqLeonardo/test_neo4j,master,885,,291.0,5.0,0,1.0,1.0,0.0,1.0,0.5,1.0
0,253,253,20.0,5.0,cypher,2.0,51.0,0,org.neo4j+neo4j-filename:pom.xml,edimarmanica/Orion,master,253,,20.0,51.0,0,1.0,1.0,0.0,1.0,0.2,1.0
0,12,183,29.0,33.0,sparql,2.0,37.0,0,org.eclipse.rdf4j+rdf4j-filename:pom.xml,isl/Apollonis,master,12,,29.0,37.0,1,6.0,2.0,0.0,2.0,0.18181818181818182,6.0
2,439,756,1851.0,692.0,cypher,11.0,9108.0,1,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,CrazyApeDX/leyizhuang2.0-manager,master,439,,1851.0,9108.0,0,,0.0,0.0,0.0,0.0,0.0
0,1774,1851,361.0,4.0,cypher,1.0,311.0,0,org.neo4j+neo4j-filename:pom.xml,rpinheiroalmeida/WorkFlow_Rodrigo,master,1774,,361.0,311.0,0,,0.0,0.0,0.0,0.0,0.0
0,1,126,101.0,15.0,sparql,3.0,120.0,0,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,OpenReqEU/dependency-detection,master,1,,101.0,120.0,1,,0.0,0.0,0.0,0.0,0.0
8,221,839,106.0,231.0,sparql,6.0,299.0,0,org.eclipse.rdf4j+rdf4j-filename:pom.xml,ansell/rdf4j-schema-generator,master,71,,106.0,299.0,1,2.0,2.0,0.0,1.0,0.008658008658008658,2.0
0,1111,1111,12125.0,10.0,cypher,1.0,868.0,0,org.neo4j+neo4j-filename:pom.xml,jitjthomas/personal,master,1111,,12125.0,868.0,0,,0.0,0.0,0.0,0.0,0.0
0,1235,1235,100690.0,3295.0,sparql,18.0,11498.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,attiah/the-fascinator,master,1235,,100690.0,11498.0,1,,0.0,0.0,0.0,0.0,0.0
0,55,111,28.0,5.0,cypher,2.0,68.0,0,org.neo4j+neo4j-filename:pom.xml,Li-Tian/neo-plugins4j,master,111,,28.0,68.0,0,,0.0,0.0,0.0,0.0,0.0
3,28,49,330.0,23.0,cypher,6.0,277.0,2,org.neo4j+neo4j-filename:pom.xml,homeaway/datapull,master,28,,330.0,277.0,0,1.0,1.0,0.0,4.0,0.043478260869565216,1.0
0,180,181,166.0,8.0,cypher,2.0,94.0,0,org.neo4j+neo4j-filename:pom.xml,912172702/MiniFaceBook,master,180,,166.0,94.0,0,,0.0,0.0,0.0,0.0,0.0
0,1366,1543,26.0,15.0,cypher,1.0,30.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,amarin617/tfg-marin-server,master,1529,,26.0,30.0,0,,0.0,0.0,0.0,0.0,0.0
3,1189,1679,353.0,280.0,sparql,9.0,964.0,2,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,conwetlab/Repository-RI,master,1056,,353.0,964.0,1,2.0,2.0,0.0,3.0,0.007142857142857143,2.0
0,936,1066,785.0,257.0,cypher,21.0,874.0,1,org.neo4j+neo4j-filename:pom.xml,sunilsamal4commit/Spring,master,1066,,785.0,874.0,0,,0.0,0.0,0.0,0.0,0.0
53,2,3261,3923.0,3320.0,cypher,11.0,10492.0,21,org.neo4j+neo4j-filename:pom.xml & org.apache.servicemix.bundles+org.apache.servicemix.bundles.neo4j-filename:pom.xml & org.neo4j.doc+neo4j-filename:pom.xml,jri/deepamehta,master,2,,3923.0,10492.0,0,,0.0,0.0,0.0,0.0,0.0
0,200,423,415.0,21.0,cypher,1.0,1860.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,chenyuhe1234/ssm-bank,master,200,,415.0,1860.0,0,,0.0,0.0,0.0,0.0,0.0
0,289,504,150.0,3.0,sparql,2.0,33.0,0,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,tbhuy/stRDFMining,master,289,,150.0,33.0,1,1.0,1.0,27.0,1.0,0.3333333333333333,1.0
0,1806,1826,1068.0,13.0,sparql,1.0,2250.0,0,org.apache.jena+jena-filename:build.xml,AritzBi/XploreBilbao-D2RQ,master,1806,,1068.0,2250.0,1,1.0,1.0,146.0,9.0,0.07692307692307693,1.0
0,316,317,66.0,4.0,cypher,1.0,6.0,0,org.neo4j+neo4j-filename:pom.xml,benarafa1881/mytravel,master,316,,66.0,6.0,0,,0.0,0.0,0.0,0.0,0.0
0,482,485,17.0,8.0,cypher,1.0,8.0,0,org.neo4j+neo4j-extension:gradle,sidmishraw/Broodmother,master,482,,17.0,8.0,0,,0.0,0.0,0.0,0.0,0.0
0,93,93,5.0,3.0,sparql,1.0,5.0,0,org.apache.jena+jena-filename:pom.xml,matheusma37/semanticCrawler,master,93,,5.0,5.0,1,1.0,1.0,0.0,2.0,0.3333333333333333,1.0
0,1522,1679,312.0,16.0,sparql,3.0,116.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,sotty/SemanticQueries,master,1522,,312.0,116.0,1,1.0,1.0,0.0,1.0,0.0625,1.0
0,549,615,155.0,22.0,cypher,1.0,576.0,0,org.neo4j+neo4j-filename:pom.xml,Alessandro727/Virgilio,master,615,,155.0,576.0,0,15.0,1.0,0.0,12.0,0.6818181818181818,15.0
0,715,717,90.0,2.0,cypher,1.0,102.0,0,org.neo4j+neo4j-filename:pom.xml,GaryJin/HomeWorkMS,master,715,,90.0,102.0,0,,0.0,0.0,0.0,0.0,0.0
0,1389,1389,25.0,2.0,cypher,1.0,8.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml & org.neo4j+neo4j-cypher-commons-filename:pom.xml,thilina01/spring-boot-mvc,master,1389,,25.0,8.0,0,,0.0,0.0,0.0,0.0,0.0
0,300,398,110.0,9.0,cypher,1.0,206.0,0,org.neo4j+neo4j-filename:pom.xml,liksita/objectMappingDataNucleusNeo4j,master,300,,110.0,206.0,0,,0.0,0.0,0.0,0.0,0.0
0,1724,1727,62.0,8.0,cypher,2.0,43.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,naeemdavis/vending-machine,master,1727,,62.0,43.0,0,,0.0,0.0,0.0,0.0,0.0
0,799,804,122.0,6.0,cypher,1.0,364.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+neo4j-cypher-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,GleidsonFerSanP/syncodebank,master,804,,122.0,364.0,0,,0.0,0.0,0.0,0.0,0.0
0,91,144,8538.0,29.0,sparql,3.0,6384.0,0,org.openrdf.sesame+sesame-filename:pom.xml,vanbasten17/intelligent-web-applications-2019,master,91,,8538.0,6384.0,1,1.0,1.0,2.0,2.0,0.034482758620689655,1.0
2,1425,1425,22.0,3.0,cypher,1.0,72.0,0,org.neo4j+neo4j-filename:pom.xml,meshuga/vertx-neo4j-rbac,master,400,,22.0,72.0,0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
1,447,448,263.0,10.0,cypher,2.0,151.0,0,org.neo4j+neo4j-filename:pom.xml,huttonj/read-write-separation,master,422,,263.0,151.0,0,,0.0,0.0,0.0,0.0,0.0
4,756,2573,2002.0,192.0,sparql,8.0,12993.0,3,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,mxro/osgi-maven,master,218,,2002.0,12993.0,1,2.0,2.0,0.0,1.0,0.010416666666666666,2.0
2,687,1127,66.0,44.0,sparql,4.0,82.0,1,org.apache.jena+jena-filename:pom.xml,sysunite/sysunite-nifi,develop,687,,66.0,82.0,1,3.0,1.0,0.0,1.0,0.06818181818181818,3.0
0,451,547,3845.0,55.0,sparql,6.0,825.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,LuckyDoggyy/WebService,master,451,,3845.0,825.0,1,,0.0,0.0,0.0,0.0,0.0
0,1142,1246,4196.0,16.0,sparql,3.0,3669.0,0,org.openrdf.sesame+sesame-filename:pom.xml,QZX89/project,paralllel,1244,,4196.0,3669.0,1,,0.0,0.0,0.0,0.0,0.0
0,14,624,3416.0,148.0,cypher,4.0,1387.0,0,org.neo4j+neo4j-filename:pom.xml,zkzong/spring-boot,master,14,,3416.0,1387.0,0,,0.0,0.0,0.0,0.0,0.0
0,981,985,97.0,16.0,cypher,1.0,932.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,ja391045/tclisten-fullcfg-spring-boot,master,985,,97.0,932.0,0,,0.0,0.0,0.0,0.0,0.0
0,2071,2072,109.0,5.0,sparql,1.0,240.0,0,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,lukostaz/prissma-browser,master,2071,,109.0,240.0,1,,0.0,0.0,0.0,0.0,0.0
7,1638,1638,2064.0,2.0,cypher,1.0,138.0,12,org.neo4j+neo4j-filename:pom.xml,various-databases/neo4j-nlp,master,95,,2064.0,138.0,0,1.0,1.0,0.0,2.0,0.5,1.0
0,1106,1107,11.0,5.0,cypher,1.0,12.0,0,org.neo4j+neo4j-filename:pom.xml,maxdemarzi/node_gap,master,1106,,11.0,12.0,0,,0.0,0.0,0.0,0.0,0.0
0,1350,1350,10.0,5.0,sparql,1.0,31.0,0,org.apache.jena+jena-filename:pom.xml,paschty/xsl-downloader-cli,master,1350,,10.0,31.0,1,,0.0,0.0,0.0,0.0,0.0
3,737,740,17.0,8.0,cypher,1.0,15.0,1,org.neo4j+neo4j-filename:pom.xml,maxdemarzi/instacart,master,685,,17.0,15.0,0,,0.0,0.0,0.0,0.0,0.0
1,2,21,142.0,4.0,sparql,1.0,280.0,1,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,chezhenjun110/Semantic-search,master,2,,142.0,280.0,1,,0.0,0.0,0.0,0.0,0.0
0,1739,1739,28.0,6.0,cypher,2.0,25.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,nrvmodi/Spring,master,1739,,28.0,25.0,0,,0.0,0.0,0.0,0.0,0.0
0,175,945,22417.0,198.0,cypher,2.0,31618.0,0,org.neo4j+neo4j-filename:pom.xml,ntthuat/HelloSpring,master,175,,22417.0,31618.0,0,1.0,1.0,0.0,9.0,0.005050505050505051,1.0
0,1262,1262,473.0,2.0,cypher,1.0,657.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+neo4j-cypher-dsl-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,Xinman/test,master,1262,,473.0,657.0,0,,0.0,0.0,0.0,0.0,0.0
0,656,677,38.0,7.0,cypher,2.0,167.0,0,org.neo4j+neo4j-filename:pom.xml,cwyuen/tool.speechstatistics,master,677,,38.0,167.0,0,,0.0,0.0,0.0,0.0,0.0
0,1557,1561,24.0,12.0,sparql,2.0,27.0,0,org.apache.jena+jena-filename:pom.xml,jeromewu/JenaOntApp,master,1557,,24.0,27.0,1,,0.0,0.0,0.0,0.0,0.0
0,188,188,249.0,5.0,sparql,1.0,24.0,1,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,reganzm/knowledge_graph,master,188,,249.0,24.0,1,1.0,1.0,0.0,1.0,0.2,1.0
0,1148,1148,20.0,6.0,cypher,1.0,42.0,0,org.neo4j+neo4j-filename:pom.xml & org.neo4j+cypher-filename:pom.xml,firugithub/goeuro_test,master,1148,,20.0,42.0,0,,0.0,0.0,0.0,0.0,0.0
0,157,726,233.0,10.0,sparql,2.0,671.0,0,org.apache.marmotta+marmotta-filename:pom.xml,josecarloscanova/nanotek-core-brainz,master,157,,233.0,671.0,1,,0.0,0.0,0.0,0.0,0.0
1,5,1650,41447.0,8889.0,sparql,29.0,8518.0,2,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,informationgrid/ingrid-portal,master,57,,41447.0,8518.0,1,,0.0,0.0,0.0,0.0,0.0
2,188,1394,329.0,127.0,cypher,4.0,326.0,2,org.neo4j+neo4j-filename:pom.xml,Marinek/MediaPool2,master,188,,329.0,326.0,0,,0.0,0.0,0.0,0.0,0.0
0,1666,1666,1076.0,38.0,cypher,1.0,847.0,0,org.neo4j+neo4j-filename:pom.xml,grepgrace/TIKE,master,1666,,1076.0,847.0,0,2.0,1.0,0.0,1.0,0.05263157894736842,2.0
6,1190,1591,249.0,168.0,sparql,2.0,469.0,3,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,YABench/yabench,master,289,,249.0,469.0,1,1.0,1.0,0.0,1.0,0.005952380952380952,1.0
58,482,1372,55.0,16.0,sparql,2.0,73.0,10,org.apache.tinkerpop+sparql-gremlin-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,dkuppitz/sparql-gremlin,master,191,,55.0,73.0,1,2.0,1.0,16.0,1.0,0.125,2.0
0,777,785,45.0,17.0,sparql,1.0,84.0,0,org.eclipse.rdf4j+rdf4j-filename:pom.xml,jazzyray/parenttree,master,784,,45.0,84.0,1,4.0,1.0,1.0,0.0,0.23529411764705882,4.0
0,1492,1556,1150.0,10.0,cypher,2.0,604.0,0,org.neo4j+neo4j-filename:pom.xml,brollylssj/Java,master,1535,,1150.0,604.0,0,,0.0,0.0,0.0,0.0,0.0
2,867,951,755.0,7.0,cypher,3.0,9.0,0,org.neo4j+neo4j-filename:pom.xml,armdev/primefaces-web-app,master,376,,755.0,9.0,0,,0.0,0.0,0.0,0.0,0.0
0,1210,1211,13.0,3.0,sparql,1.0,4.0,0,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-server-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,Protino/jena-sparql-demo,master,1210,,13.0,4.0,1,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
0,458,462,16.0,5.0,sparql,1.0,5.0,0,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,ahemaid/parseMe,master,462,,16.0,5.0,1,,0.0,0.0,0.0,0.0,0.0
0,985,1084,16.0,10.0,cypher,2.0,24.0,0,org.neo4j+neo4j-filename:pom.xml,gab1one/neo4jinserter,master,1084,,16.0,24.0,0,1.0,1.0,0.0,1.0,0.1,1.0
0,98,1713,5518.0,45.0,sparql,8.0,35.0,0,org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,rsova/web,master,98,,5518.0,35.0,1,,0.0,0.0,0.0,0.0,0.0
0,2008,2036,281.0,141.0,sparql,3.0,535.0,0,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml,ers-devs/ers-aggregator,master,2008,,281.0,535.0,1,,0.0,0.0,0.0,0.0,0.0
0,207,257,48.0,14.0,cypher,2.0,77.0,0,org.neo4j+neo4j-filename:pom.xml,KarimovKamil/Moba-Analyzer,master,207,,48.0,77.0,0,,0.0,0.0,0.0,0.0,0.0
1,1002,1187,88.0,89.0,cypher,3.0,111.0,1,org.neo4j+neo4j-filename:pom.xml,Web-tree/rate-web,master,1018,,88.0,111.0,0,,0.0,0.0,0.0,0.0,0.0
1,377,393,4024.0,3923.0,cypher,387.0,14633.0,0,org.neo4j+neo4j-filename:pom.xml,Gigaspaces/zepl,master,382,,4024.0,14633.0,0,2.0,2.0,0.0,4.0,0.0005098139179199592,2.0
0,904,926,75.0,6.0,sparql,1.0,42.0,0,matsu+matsu-filename:pom.xml,creative-t-matsu/wicket_test,master,926,,75.0,42.0,1,,0.0,0.0,0.0,0.0,0.0
0,2222,2232,169.0,49.0,cypher,2.0,1025.0,0,org.neo4j+neo4j-filename:pom.xml,martinfilliau/bus-routes,master,1979,,169.0,1025.0,0,,0.0,0.0,0.0,0.0,0.0
0,390,390,14.0,2.0,sparql,1.0,8.0,0,org.apache.jena+jena-filename:pom.xml,parthasj90/cs5200-summer2018-jena,master,390,,14.0,8.0,1,,0.0,0.0,0.0,0.0,0.0
0,21,201,106.0,13.0,cypher,2.0,181.0,0,org.neo4j+neo4j-filename:pom.xml,corwur/microbrew,master,21,,106.0,181.0,0,,0.0,0.0,0.0,0.0,0.0
2,2682,2729,29.0,11.0,sparql,1.0,101.0,0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,gnowsis/refinder-api-java,master,85,,29.0,101.0,1,,0.0,0.0,0.0,0.0,0.0
0,301,308,306.0,118.0,cypher,3.0,1294.0,0,org.neo4j+neo4j-extension:gradle,jamsman94/corda_POC,master,301,,306.0,1294.0,0,,0.0,0.0,0.0,0.0,0.0
2,2810,2954,79.0,77.0,sparql,2.0,365.0,0,com.hp.hpl.jena+jena-extension:gradle & org.apache.jena+jena-extension:gradle,heuer/oomaploomap,master,2021,,79.0,365.0,1,,0.0,0.0,0.0,0.0,0.0
1,475,475,87.0,5.0,cypher,1.0,41.0,1,org.neo4j+neo4j-extension:gradle,HankLi0130/SpringBootIntroduction,master,170,,87.0,41.0,0,,0.0,0.0,0.0,0.0,0.0
0,414,419,14.0,14.0,cypher,1.0,9.0,0,org.neo4j+neo4j-filename:pom.xml,pwestdk/NEO4J,master,414,,14.0,9.0,0,1.0,1.0,0.0,1.0,0.07142857142857142,1.0
